freq,unit,deg_urb,rskpovth,geo,year,pollution_rate
Annual,Percentage,Towns and suburbs,Above 60%,Spain,2006,14.7
Annual,Percentage,Towns and suburbs,Above 60%,Spain,2007,13.8
Annual,Percentage,Towns and suburbs,Above 60%,Spain,2008,10.3
Annual,Percentage,Towns and suburbs,Above 60%,Spain,2009,9.8
Annual,Percentage,Towns and suburbs,Above 60%,Spain,2010,9.7
Annual,Percentage,Towns and suburbs,Above 60%,Spain,2011,9.2
Annual,Percentage,Towns and suburbs,Above 60%,Spain,2012,6.5
Annual,Percentage,Towns and suburbs,Above 60%,Spain,2013,6.8
Annual,Percentage,Towns and suburbs,Above 60%,Spain,2014,7.1
Annual,Percentage,Towns and suburbs,Above 60%,Spain,2015,8.5
Annual,Percentage,Towns and suburbs,Above 60%,Spain,2016,8.4
Annual,Percentage,Towns and suburbs,Above 60%,Spain,2017,6.6
Annual,Percentage,Towns and suburbs,Above 60%,Spain,2018,6.9
Annual,Percentage,Towns and suburbs,Above 60%,Spain,2019,5.0
Annual,Percentage,Towns and suburbs,Above 60%,Spain,2020,8.9
Annual,Percentage,Towns and suburbs,Above 60%,Spain,2023,8.4
Annual,Percentage,Towns and suburbs,Above 60%,France,2004,14.4
Annual,Percentage,Towns and suburbs,Above 60%,France,2005,13.2
Annual,Percentage,Towns and suburbs,Above 60%,France,2006,10.3
Annual,Percentage,Towns and suburbs,Above 60%,France,2007,11.7
Annual,Percentage,Towns and suburbs,Above 60%,France,2008,10.6
Annual,Percentage,Towns and suburbs,Above 60%,France,2009,9.4
Annual,Percentage,Towns and suburbs,Above 60%,France,2010,8.3
Annual,Percentage,Towns and suburbs,Above 60%,France,2011,8.9
Annual,Percentage,Towns and suburbs,Above 60%,France,2012,9.9
Annual,Percentage,Towns and suburbs,Above 60%,France,2013,8.9
Annual,Percentage,Towns and suburbs,Above 60%,France,2014,8.7
Annual,Percentage,Towns and suburbs,Above 60%,France,2015,9.8
Annual,Percentage,Towns and suburbs,Above 60%,France,2016,12.0
Annual,Percentage,Towns and suburbs,Above 60%,France,2017,10.4
Annual,Percentage,Towns and suburbs,Above 60%,France,2018,11.6
Annual,Percentage,Towns and suburbs,Above 60%,France,2019,15.1
Annual,Percentage,Towns and suburbs,Above 60%,France,2020,15.3
Annual,Percentage,Towns and suburbs,Above 60%,France,2023,13.3
Annual,Percentage,Towns and suburbs,Above 60%,Croatia,2010,13.1
Annual,Percentage,Towns and suburbs,Above 60%,Croatia,2011,9.9
Annual,Percentage,Towns and suburbs,Above 60%,Croatia,2012,8.0
Annual,Percentage,Towns and suburbs,Above 60%,Croatia,2013,4.8
Annual,Percentage,Towns and suburbs,Above 60%,Croatia,2014,4.6
Annual,Percentage,Towns and suburbs,Above 60%,Croatia,2015,5.0
Annual,Percentage,Towns and suburbs,Above 60%,Croatia,2016,6.1
Annual,Percentage,Towns and suburbs,Above 60%,Croatia,2017,6.9
Annual,Percentage,Towns and suburbs,Above 60%,Croatia,2018,7.0
Annual,Percentage,Towns and suburbs,Above 60%,Croatia,2019,8.1
Annual,Percentage,Towns and suburbs,Above 60%,Croatia,2020,6.9
Annual,Percentage,Towns and suburbs,Above 60%,Croatia,2023,3.6
Annual,Percentage,Towns and suburbs,Above 60%,Italy,2004,17.0
Annual,Percentage,Towns and suburbs,Above 60%,Italy,2005,14.8
Annual,Percentage,Towns and suburbs,Above 60%,Italy,2006,14.7
Annual,Percentage,Towns and suburbs,Above 60%,Italy,2007,15.2
Annual,Percentage,Towns and suburbs,Above 60%,Italy,2008,13.9
Annual,Percentage,Towns and suburbs,Above 60%,Italy,2009,14.7
Annual,Percentage,Towns and suburbs,Above 60%,Italy,2010,12.1
Annual,Percentage,Towns and suburbs,Above 60%,Italy,2011,13.6
Annual,Percentage,Towns and suburbs,Above 60%,Italy,2012,12.2
Annual,Percentage,Towns and suburbs,Above 60%,Italy,2013,13.1
Annual,Percentage,Towns and suburbs,Above 60%,Italy,2014,14.5
Annual,Percentage,Towns and suburbs,Above 60%,Italy,2015,12.6
Annual,Percentage,Towns and suburbs,Above 60%,Italy,2016,11.3
Annual,Percentage,Towns and suburbs,Above 60%,Italy,2017,9.5
Annual,Percentage,Towns and suburbs,Above 60%,Italy,2018,9.1
Annual,Percentage,Towns and suburbs,Above 60%,Italy,2019,9.0
Annual,Percentage,Towns and suburbs,Above 60%,Italy,2020,12.1
Annual,Percentage,Towns and suburbs,Above 60%,Italy,2023,8.1
Annual,Percentage,Towns and suburbs,Above 60%,Cyprus,2005,22.2
Annual,Percentage,Towns and suburbs,Above 60%,Cyprus,2006,24.7
Annual,Percentage,Towns and suburbs,Above 60%,Cyprus,2007,24.0
Annual,Percentage,Towns and suburbs,Above 60%,Cyprus,2008,18.0
Annual,Percentage,Towns and suburbs,Above 60%,Cyprus,2009,23.7
Annual,Percentage,Towns and suburbs,Above 60%,Cyprus,2010,17.3
Annual,Percentage,Towns and suburbs,Above 60%,Cyprus,2011,26.5
Annual,Percentage,Towns and suburbs,Above 60%,Cyprus,2012,16.9
Annual,Percentage,Towns and suburbs,Above 60%,Cyprus,2013,19.6
Annual,Percentage,Towns and suburbs,Above 60%,Cyprus,2014,16.4
Annual,Percentage,Towns and suburbs,Above 60%,Cyprus,2015,14.8
Annual,Percentage,Towns and suburbs,Above 60%,Cyprus,2016,7.6
Annual,Percentage,Towns and suburbs,Above 60%,Cyprus,2017,11.1
Annual,Percentage,Towns and suburbs,Above 60%,Cyprus,2018,13.3
Annual,Percentage,Towns and suburbs,Above 60%,Cyprus,2019,9.9
Annual,Percentage,Towns and suburbs,Above 60%,Cyprus,2020,8.8
Annual,Percentage,Towns and suburbs,Above 60%,Cyprus,2023,7.0
Annual,Percentage,Towns and suburbs,Above 60%,Latvia,2005,20.2
Annual,Percentage,Towns and suburbs,Above 60%,Latvia,2006,0.0
Annual,Percentage,Towns and suburbs,Above 60%,Latvia,2007,15.0
Annual,Percentage,Towns and suburbs,Above 60%,Latvia,2008,27.0
Annual,Percentage,Towns and suburbs,Above 60%,Latvia,2009,18.1
Annual,Percentage,Towns and suburbs,Above 60%,Latvia,2010,7.7
Annual,Percentage,Towns and suburbs,Above 60%,Latvia,2011,1.5
Annual,Percentage,Towns and suburbs,Above 60%,Latvia,2012,17.7
Annual,Percentage,Towns and suburbs,Above 60%,Latvia,2013,15.0
Annual,Percentage,Towns and suburbs,Above 60%,Latvia,2014,18.1
Annual,Percentage,Towns and suburbs,Above 60%,Latvia,2015,13.1
Annual,Percentage,Towns and suburbs,Above 60%,Latvia,2016,14.4
Annual,Percentage,Towns and suburbs,Above 60%,Latvia,2017,18.2
Annual,Percentage,Towns and suburbs,Above 60%,Latvia,2018,17.1
Annual,Percentage,Towns and suburbs,Above 60%,Latvia,2019,16.7
Annual,Percentage,Towns and suburbs,Above 60%,Latvia,2020,10.9
Annual,Percentage,Towns and suburbs,Above 60%,Latvia,2023,14.9
Annual,Percentage,Towns and suburbs,Above 60%,Lithuania,2012,9.9
Annual,Percentage,Towns and suburbs,Above 60%,Lithuania,2013,9.8
Annual,Percentage,Towns and suburbs,Above 60%,Lithuania,2014,9.4
Annual,Percentage,Towns and suburbs,Above 60%,Lithuania,2015,0.7
Annual,Percentage,Towns and suburbs,Above 60%,Lithuania,2016,0.6
Annual,Percentage,Towns and suburbs,Above 60%,Lithuania,2017,3.5
Annual,Percentage,Towns and suburbs,Above 60%,Lithuania,2018,9.9
Annual,Percentage,Towns and suburbs,Above 60%,Lithuania,2019,6.5
Annual,Percentage,Towns and suburbs,Above 60%,Lithuania,2020,18.6
Annual,Percentage,Towns and suburbs,Above 60%,Lithuania,2023,9.4
Annual,Percentage,Towns and suburbs,Above 60%,Luxembourg,2003,18.7
Annual,Percentage,Towns and suburbs,Above 60%,Luxembourg,2004,16.5
Annual,Percentage,Towns and suburbs,Above 60%,Luxembourg,2005,18.7
Annual,Percentage,Towns and suburbs,Above 60%,Luxembourg,2006,14.2
Annual,Percentage,Towns and suburbs,Above 60%,Luxembourg,2007,15.1
Annual,Percentage,Towns and suburbs,Above 60%,Luxembourg,2008,12.0
Annual,Percentage,Towns and suburbs,Above 60%,Luxembourg,2009,13.8
Annual,Percentage,Towns and suburbs,Above 60%,Luxembourg,2010,9.4
Annual,Percentage,Towns and suburbs,Above 60%,Luxembourg,2011,8.4
Annual,Percentage,Towns and suburbs,Above 60%,Luxembourg,2012,19.2
Annual,Percentage,Towns and suburbs,Above 60%,Luxembourg,2013,18.6
Annual,Percentage,Towns and suburbs,Above 60%,Luxembourg,2014,20.4
Annual,Percentage,Towns and suburbs,Above 60%,Luxembourg,2015,21.0
Annual,Percentage,Towns and suburbs,Above 60%,Luxembourg,2016,17.6
Annual,Percentage,Towns and suburbs,Above 60%,Luxembourg,2017,23.0
Annual,Percentage,Towns and suburbs,Above 60%,Luxembourg,2018,16.4
Annual,Percentage,Towns and suburbs,Above 60%,Luxembourg,2019,17.1
Annual,Percentage,Towns and suburbs,Above 60%,Luxembourg,2020,16.2
Annual,Percentage,Towns and suburbs,Above 60%,Luxembourg,2023,9.2
Annual,Percentage,Towns and suburbs,Above 60%,Hungary,2005,19.8
Annual,Percentage,Towns and suburbs,Above 60%,Hungary,2006,12.5
Annual,Percentage,Towns and suburbs,Above 60%,Hungary,2007,14.1
Annual,Percentage,Towns and suburbs,Above 60%,Hungary,2008,10.0
Annual,Percentage,Towns and suburbs,Above 60%,Hungary,2009,11.3
Annual,Percentage,Towns and suburbs,Above 60%,Hungary,2010,10.2
Annual,Percentage,Towns and suburbs,Above 60%,Hungary,2011,11.0
Annual,Percentage,Towns and suburbs,Above 60%,Hungary,2012,13.5
Annual,Percentage,Towns and suburbs,Above 60%,Hungary,2013,14.6
Annual,Percentage,Towns and suburbs,Above 60%,Hungary,2014,13.9
Annual,Percentage,Towns and suburbs,Above 60%,Hungary,2015,15.9
Annual,Percentage,Towns and suburbs,Above 60%,Hungary,2016,14.5
Annual,Percentage,Towns and suburbs,Above 60%,Hungary,2017,11.9
Annual,Percentage,Towns and suburbs,Above 60%,Hungary,2018,8.4
Annual,Percentage,Towns and suburbs,Above 60%,Hungary,2019,10.8
Annual,Percentage,Towns and suburbs,Above 60%,Hungary,2020,12.1
Annual,Percentage,Towns and suburbs,Above 60%,Hungary,2023,15.2
Annual,Percentage,Towns and suburbs,Above 60%,Malta,2005,12.6
Annual,Percentage,Towns and suburbs,Above 60%,Malta,2006,26.7
Annual,Percentage,Towns and suburbs,Above 60%,Malta,2007,16.2
Annual,Percentage,Towns and suburbs,Above 60%,Malta,2008,19.7
Annual,Percentage,Towns and suburbs,Above 60%,Malta,2009,24.4
Annual,Percentage,Towns and suburbs,Above 60%,Malta,2010,23.8
Annual,Percentage,Towns and suburbs,Above 60%,Malta,2011,27.0
Annual,Percentage,Towns and suburbs,Above 60%,Malta,2012,23.3
Annual,Percentage,Towns and suburbs,Above 60%,Malta,2013,19.7
Annual,Percentage,Towns and suburbs,Above 60%,Malta,2014,17.1
Annual,Percentage,Towns and suburbs,Above 60%,Malta,2015,17.1
Annual,Percentage,Towns and suburbs,Above 60%,Malta,2016,18.5
Annual,Percentage,Towns and suburbs,Above 60%,Malta,2017,22.8
Annual,Percentage,Towns and suburbs,Above 60%,Malta,2018,25.0
Annual,Percentage,Towns and suburbs,Above 60%,Malta,2019,18.0
Annual,Percentage,Towns and suburbs,Above 60%,Malta,2020,17.5
Annual,Percentage,Towns and suburbs,Above 60%,Malta,2023,29.5
Annual,Percentage,Towns and suburbs,Above 60%,Netherlands,2005,11.3
Annual,Percentage,Towns and suburbs,Above 60%,Netherlands,2006,10.7
Annual,Percentage,Towns and suburbs,Above 60%,Netherlands,2007,9.4
Annual,Percentage,Towns and suburbs,Above 60%,Netherlands,2008,9.5
Annual,Percentage,Towns and suburbs,Above 60%,Netherlands,2009,10.8
Annual,Percentage,Towns and suburbs,Above 60%,Netherlands,2010,9.1
Annual,Percentage,Towns and suburbs,Above 60%,Netherlands,2011,9.8
Annual,Percentage,Towns and suburbs,Above 60%,Netherlands,2012,10.5
Annual,Percentage,Towns and suburbs,Above 60%,Netherlands,2013,10.6
Annual,Percentage,Towns and suburbs,Above 60%,Netherlands,2014,11.9
Annual,Percentage,Towns and suburbs,Above 60%,Netherlands,2015,10.4
Annual,Percentage,Towns and suburbs,Above 60%,Netherlands,2016,9.3
Annual,Percentage,Towns and suburbs,Above 60%,Netherlands,2017,9.2
Annual,Percentage,Towns and suburbs,Above 60%,Netherlands,2018,11.8
Annual,Percentage,Towns and suburbs,Above 60%,Netherlands,2019,11.2
Annual,Percentage,Towns and suburbs,Above 60%,Netherlands,2020,10.8
Annual,Percentage,Towns and suburbs,Above 60%,Netherlands,2023,11.3
Annual,Percentage,Towns and suburbs,Above 60%,Austria,2003,7.7
Annual,Percentage,Towns and suburbs,Above 60%,Austria,2004,8.6
Annual,Percentage,Towns and suburbs,Above 60%,Austria,2005,6.3
Annual,Percentage,Towns and suburbs,Above 60%,Austria,2006,6.3
Annual,Percentage,Towns and suburbs,Above 60%,Austria,2007,7.4
Annual,Percentage,Towns and suburbs,Above 60%,Austria,2008,5.8
Annual,Percentage,Towns and suburbs,Above 60%,Austria,2009,8.8
Annual,Percentage,Towns and suburbs,Above 60%,Austria,2010,8.3
Annual,Percentage,Towns and suburbs,Above 60%,Austria,2011,10.0
Annual,Percentage,Towns and suburbs,Above 60%,Austria,2012,11.3
Annual,Percentage,Towns and suburbs,Above 60%,Austria,2013,11.6
Annual,Percentage,Towns and suburbs,Above 60%,Austria,2014,9.5
Annual,Percentage,Towns and suburbs,Above 60%,Austria,2015,10.4
Annual,Percentage,Towns and suburbs,Above 60%,Austria,2016,9.5
Annual,Percentage,Towns and suburbs,Above 60%,Austria,2017,9.1
Annual,Percentage,Towns and suburbs,Above 60%,Austria,2018,8.1
Annual,Percentage,Towns and suburbs,Above 60%,Austria,2019,8.5
Annual,Percentage,Towns and suburbs,Above 60%,Austria,2020,6.7
Annual,Percentage,Towns and suburbs,Above 60%,Austria,2023,6.9
Annual,Percentage,Towns and suburbs,Above 60%,Poland,2005,14.1
Annual,Percentage,Towns and suburbs,Above 60%,Poland,2006,11.5
Annual,Percentage,Towns and suburbs,Above 60%,Poland,2007,10.8
Annual,Percentage,Towns and suburbs,Above 60%,Poland,2008,7.7
Annual,Percentage,Towns and suburbs,Above 60%,Poland,2009,8.2
Annual,Percentage,Towns and suburbs,Above 60%,Poland,2010,7.9
Annual,Percentage,Towns and suburbs,Above 60%,Poland,2011,7.5
Annual,Percentage,Towns and suburbs,Above 60%,Poland,2012,12.4
Annual,Percentage,Towns and suburbs,Above 60%,Poland,2013,11.8
Annual,Percentage,Towns and suburbs,Above 60%,Poland,2014,13.6
Annual,Percentage,Towns and suburbs,Above 60%,Poland,2015,11.9
Annual,Percentage,Towns and suburbs,Above 60%,Poland,2016,12.8
Annual,Percentage,Towns and suburbs,Above 60%,Poland,2017,13.2
Annual,Percentage,Towns and suburbs,Above 60%,Poland,2018,15.8
Annual,Percentage,Towns and suburbs,Above 60%,Poland,2019,16.2
Annual,Percentage,Towns and suburbs,Above 60%,Poland,2023,5.9
Annual,Percentage,Towns and suburbs,Above 60%,Portugal,2004,15.2
Annual,Percentage,Towns and suburbs,Above 60%,Portugal,2005,14.6
Annual,Percentage,Towns and suburbs,Above 60%,Portugal,2006,15.8
Annual,Percentage,Towns and suburbs,Above 60%,Portugal,2007,19.0
Annual,Percentage,Towns and suburbs,Above 60%,Portugal,2008,13.0
Annual,Percentage,Towns and suburbs,Above 60%,Portugal,2009,13.3
Annual,Percentage,Towns and suburbs,Above 60%,Portugal,2010,11.2
Annual,Percentage,Towns and suburbs,Above 60%,Portugal,2011,11.5
Annual,Percentage,Towns and suburbs,Above 60%,Portugal,2012,13.5
Annual,Percentage,Towns and suburbs,Above 60%,Portugal,2013,13.8
Annual,Percentage,Towns and suburbs,Above 60%,Portugal,2014,12.7
Annual,Percentage,Towns and suburbs,Above 60%,Portugal,2015,14.9
Annual,Percentage,Towns and suburbs,Above 60%,Portugal,2016,12.5
Annual,Percentage,Towns and suburbs,Above 60%,Portugal,2017,12.6
Annual,Percentage,Towns and suburbs,Above 60%,Portugal,2018,11.6
Annual,Percentage,Towns and suburbs,Above 60%,Portugal,2019,12.1
Annual,Percentage,Towns and suburbs,Above 60%,Portugal,2020,12.7
Annual,Percentage,Towns and suburbs,Above 60%,Portugal,2023,14.9
Annual,Percentage,Towns and suburbs,Above 60%,Romania,2007,27.1
Annual,Percentage,Towns and suburbs,Above 60%,Romania,2008,19.7
Annual,Percentage,Towns and suburbs,Above 60%,Romania,2009,26.4
Annual,Percentage,Towns and suburbs,Above 60%,Romania,2010,12.9
Annual,Percentage,Towns and suburbs,Above 60%,Romania,2011,8.3
Annual,Percentage,Towns and suburbs,Above 60%,Romania,2012,18.8
Annual,Percentage,Towns and suburbs,Above 60%,Romania,2013,16.3
Annual,Percentage,Towns and suburbs,Above 60%,Romania,2014,16.3
Annual,Percentage,Towns and suburbs,Above 60%,Romania,2015,16.7
Annual,Percentage,Towns and suburbs,Above 60%,Romania,2016,16.7
Annual,Percentage,Towns and suburbs,Above 60%,Romania,2017,17.5
Annual,Percentage,Towns and suburbs,Above 60%,Romania,2018,15.1
Annual,Percentage,Towns and suburbs,Above 60%,Romania,2019,14.4
Annual,Percentage,Towns and suburbs,Above 60%,Romania,2020,12.1
Annual,Percentage,Towns and suburbs,Above 60%,Romania,2023,9.4
Annual,Percentage,Towns and suburbs,Above 60%,Slovenia,2005,22.4
Annual,Percentage,Towns and suburbs,Above 60%,Slovenia,2006,23.6
Annual,Percentage,Towns and suburbs,Above 60%,Slovenia,2007,21.7
Annual,Percentage,Towns and suburbs,Above 60%,Slovenia,2008,24.5
Annual,Percentage,Towns and suburbs,Above 60%,Slovenia,2009,23.8
Annual,Percentage,Towns and suburbs,Above 60%,Slovenia,2010,20.0
Annual,Percentage,Towns and suburbs,Above 60%,Slovenia,2011,21.5
Annual,Percentage,Towns and suburbs,Above 60%,Slovenia,2012,17.6
Annual,Percentage,Towns and suburbs,Above 60%,Slovenia,2013,17.4
Annual,Percentage,Towns and suburbs,Above 60%,Slovenia,2014,18.3
Annual,Percentage,Towns and suburbs,Above 60%,Slovenia,2015,19.2
Annual,Percentage,Towns and suburbs,Above 60%,Slovenia,2016,18.9
Annual,Percentage,Towns and suburbs,Above 60%,Slovenia,2017,19.1
Annual,Percentage,Towns and suburbs,Above 60%,Slovenia,2018,18.7
Annual,Percentage,Towns and suburbs,Above 60%,Slovenia,2019,17.4
Annual,Percentage,Towns and suburbs,Above 60%,Slovenia,2020,17.1
Annual,Percentage,Towns and suburbs,Above 60%,Slovenia,2023,16.3
Annual,Percentage,Towns and suburbs,Above 60%,Slovakia,2005,18.2
Annual,Percentage,Towns and suburbs,Above 60%,Slovakia,2006,19.5
Annual,Percentage,Towns and suburbs,Above 60%,Slovakia,2007,17.1
Annual,Percentage,Towns and suburbs,Above 60%,Slovakia,2008,17.0
Annual,Percentage,Towns and suburbs,Above 60%,Slovakia,2009,22.2
Annual,Percentage,Towns and suburbs,Above 60%,Slovakia,2010,21.7
Annual,Percentage,Towns and suburbs,Above 60%,Slovakia,2011,17.9
Annual,Percentage,Towns and suburbs,Above 60%,Slovakia,2012,17.2
Annual,Percentage,Towns and suburbs,Above 60%,Slovakia,2013,17.4
Annual,Percentage,Towns and suburbs,Above 60%,Slovakia,2014,11.4
Annual,Percentage,Towns and suburbs,Above 60%,Slovakia,2015,9.9
Annual,Percentage,Towns and suburbs,Above 60%,Slovakia,2016,8.9
Annual,Percentage,Towns and suburbs,Above 60%,Slovakia,2017,11.0
Annual,Percentage,Towns and suburbs,Above 60%,Slovakia,2018,11.0
Annual,Percentage,Towns and suburbs,Above 60%,Slovakia,2019,10.6
Annual,Percentage,Towns and suburbs,Above 60%,Slovakia,2020,10.0
Annual,Percentage,Towns and suburbs,Above 60%,Slovakia,2023,3.6
Annual,Percentage,Towns and suburbs,Above 60%,Finland,2004,15.1
Annual,Percentage,Towns and suburbs,Above 60%,Finland,2005,14.2
Annual,Percentage,Towns and suburbs,Above 60%,Finland,2006,12.2
Annual,Percentage,Towns and suburbs,Above 60%,Finland,2007,14.4
Annual,Percentage,Towns and suburbs,Above 60%,Finland,2008,13.2
Annual,Percentage,Towns and suburbs,Above 60%,Finland,2009,8.6
Annual,Percentage,Towns and suburbs,Above 60%,Finland,2010,7.5
Annual,Percentage,Towns and suburbs,Above 60%,Finland,2011,7.3
Annual,Percentage,Towns and suburbs,Above 60%,Finland,2012,8.5
Annual,Percentage,Towns and suburbs,Above 60%,Finland,2013,8.4
Annual,Percentage,Towns and suburbs,Above 60%,Finland,2014,8.6
Annual,Percentage,Towns and suburbs,Above 60%,Finland,2015,9.1
Annual,Percentage,Towns and suburbs,Above 60%,Finland,2016,8.0
Annual,Percentage,Towns and suburbs,Above 60%,Finland,2017,7.7
Annual,Percentage,Towns and suburbs,Above 60%,Finland,2018,8.4
Annual,Percentage,Towns and suburbs,Above 60%,Finland,2019,8.5
Annual,Percentage,Towns and suburbs,Above 60%,Finland,2020,9.0
Annual,Percentage,Towns and suburbs,Above 60%,Finland,2023,7.6
Annual,Percentage,Towns and suburbs,Above 60%,Sweden,2004,4.8
Annual,Percentage,Towns and suburbs,Above 60%,Sweden,2005,4.6
Annual,Percentage,Towns and suburbs,Above 60%,Sweden,2006,5.6
Annual,Percentage,Towns and suburbs,Above 60%,Sweden,2007,6.5
Annual,Percentage,Towns and suburbs,Above 60%,Sweden,2008,8.9
Annual,Percentage,Towns and suburbs,Above 60%,Sweden,2009,9.0
Annual,Percentage,Towns and suburbs,Above 60%,Sweden,2010,7.1
Annual,Percentage,Towns and suburbs,Above 60%,Sweden,2011,6.2
Annual,Percentage,Towns and suburbs,Above 60%,Sweden,2012,7.8
Annual,Percentage,Towns and suburbs,Above 60%,Sweden,2013,6.7
Annual,Percentage,Towns and suburbs,Above 60%,Sweden,2014,6.2
Annual,Percentage,Towns and suburbs,Above 60%,Sweden,2015,6.4
Annual,Percentage,Towns and suburbs,Above 60%,Sweden,2016,5.4
Annual,Percentage,Towns and suburbs,Above 60%,Sweden,2017,5.1
Annual,Percentage,Towns and suburbs,Above 60%,Sweden,2018,4.8
Annual,Percentage,Towns and suburbs,Above 60%,Sweden,2019,4.7
Annual,Percentage,Towns and suburbs,Above 60%,Sweden,2020,4.5
Annual,Percentage,Towns and suburbs,Above 60%,Sweden,2023,4.3
Annual,Percentage,Towns and suburbs,Above 60%,Iceland,2014,7.0
Annual,Percentage,Towns and suburbs,Above 60%,Iceland,2015,10.3
Annual,Percentage,Towns and suburbs,Above 60%,Iceland,2016,8.4
Annual,Percentage,Towns and suburbs,Above 60%,Iceland,2017,10.0
Annual,Percentage,Towns and suburbs,Above 60%,Iceland,2018,4.5
Annual,Percentage,Towns and suburbs,Above 60%,Iceland,2019,8.2
Annual,Percentage,Towns and suburbs,Above 60%,Iceland,2020,8.8
Annual,Percentage,Towns and suburbs,Above 60%,Norway,2004,9.2
Annual,Percentage,Towns and suburbs,Above 60%,Norway,2005,8.2
Annual,Percentage,Towns and suburbs,Above 60%,Norway,2006,6.4
Annual,Percentage,Towns and suburbs,Above 60%,Norway,2007,7.3
Annual,Percentage,Towns and suburbs,Above 60%,Norway,2008,7.0
Annual,Percentage,Towns and suburbs,Above 60%,Norway,2009,7.3
Annual,Percentage,Towns and suburbs,Above 60%,Norway,2010,6.4
Annual,Percentage,Towns and suburbs,Above 60%,Norway,2011,8.1
Annual,Percentage,Towns and suburbs,Above 60%,Norway,2012,7.5
Annual,Percentage,Towns and suburbs,Above 60%,Norway,2013,7.4
Annual,Percentage,Towns and suburbs,Above 60%,Norway,2015,8.5
Annual,Percentage,Towns and suburbs,Above 60%,Norway,2016,5.9
Annual,Percentage,Towns and suburbs,Above 60%,Norway,2017,5.8
Annual,Percentage,Towns and suburbs,Above 60%,Norway,2018,7.5
Annual,Percentage,Towns and suburbs,Above 60%,Norway,2019,8.3
Annual,Percentage,Towns and suburbs,Above 60%,Norway,2020,6.7
Annual,Percentage,Towns and suburbs,Above 60%,Norway,2023,9.5
Annual,Percentage,Towns and suburbs,Above 60%,Switzerland,2007,10.3
Annual,Percentage,Towns and suburbs,Above 60%,Switzerland,2008,9.7
Annual,Percentage,Towns and suburbs,Above 60%,Switzerland,2009,8.8
Annual,Percentage,Towns and suburbs,Above 60%,Switzerland,2010,8.3
Annual,Percentage,Towns and suburbs,Above 60%,Switzerland,2011,9.2
Annual,Percentage,Towns and suburbs,Above 60%,Switzerland,2012,8.7
Annual,Percentage,Towns and suburbs,Above 60%,Switzerland,2013,7.8
Annual,Percentage,Towns and suburbs,Above 60%,Switzerland,2014,8.0
Annual,Percentage,Towns and suburbs,Above 60%,Switzerland,2015,6.5
Annual,Percentage,Towns and suburbs,Above 60%,Switzerland,2016,7.6
Annual,Percentage,Towns and suburbs,Above 60%,Switzerland,2017,6.1
Annual,Percentage,Towns and suburbs,Above 60%,Switzerland,2018,6.9
Annual,Percentage,Towns and suburbs,Above 60%,Switzerland,2019,6.0
Annual,Percentage,Towns and suburbs,Above 60%,Switzerland,2020,6.6
Annual,Percentage,Towns and suburbs,Above 60%,Switzerland,2023,6.1
Annual,Percentage,Towns and suburbs,Above 60%,United Kingdom,2005,12.7
Annual,Percentage,Towns and suburbs,Above 60%,United Kingdom,2006,10.6
Annual,Percentage,Towns and suburbs,Above 60%,United Kingdom,2007,11.4
Annual,Percentage,Towns and suburbs,Above 60%,United Kingdom,2008,10.9
Annual,Percentage,Towns and suburbs,Above 60%,United Kingdom,2009,12.1
Annual,Percentage,Towns and suburbs,Above 60%,United Kingdom,2010,9.9
Annual,Percentage,Towns and suburbs,Above 60%,United Kingdom,2011,10.1
Annual,Percentage,Towns and suburbs,Above 60%,United Kingdom,2012,7.0
Annual,Percentage,Towns and suburbs,Above 60%,United Kingdom,2013,5.5
Annual,Percentage,Towns and suburbs,Above 60%,United Kingdom,2014,5.0
Annual,Percentage,Towns and suburbs,Above 60%,United Kingdom,2015,6.2
Annual,Percentage,Towns and suburbs,Above 60%,United Kingdom,2016,6.4
Annual,Percentage,Towns and suburbs,Above 60%,United Kingdom,2017,9.6
Annual,Percentage,Towns and suburbs,Above 60%,United Kingdom,2018,11.8
Annual,Percentage,Towns and suburbs,Above 60%,North Macedonia,2010,9.3
Annual,Percentage,Towns and suburbs,Above 60%,North Macedonia,2011,7.9
Annual,Percentage,Towns and suburbs,Above 60%,North Macedonia,2016,5.2
Annual,Percentage,Towns and suburbs,Above 60%,North Macedonia,2017,6.4
Annual,Percentage,Towns and suburbs,Above 60%,North Macedonia,2018,7.7
Annual,Percentage,Towns and suburbs,Above 60%,North Macedonia,2019,14.8
Annual,Percentage,Towns and suburbs,Above 60%,North Macedonia,2020,6.5
Annual,Percentage,Towns and suburbs,Above 60%,North Macedonia,2023,5.0
Annual,Percentage,Towns and suburbs,Above 60%,Albania,2017,5.1
Annual,Percentage,Towns and suburbs,Above 60%,Albania,2018,6.9
Annual,Percentage,Towns and suburbs,Above 60%,Albania,2019,4.6
Annual,Percentage,Towns and suburbs,Above 60%,Albania,2020,5.1
Annual,Percentage,Towns and suburbs,Above 60%,Serbia,2013,19.5
Annual,Percentage,Towns and suburbs,Above 60%,Serbia,2014,16.4
Annual,Percentage,Towns and suburbs,Above 60%,Serbia,2015,15.6
Annual,Percentage,Towns and suburbs,Above 60%,Serbia,2016,18.3
Annual,Percentage,Towns and suburbs,Above 60%,Serbia,2017,13.5
Annual,Percentage,Towns and suburbs,Above 60%,Serbia,2018,13.2
Annual,Percentage,Towns and suburbs,Above 60%,Serbia,2019,15.3
