geo,year,noise_rate,pollution_rate,crime_rate,hpi_weight
Malta,2010,26.766666666666666,32.75,7.766666666666667,64.04666666666667
Malta,2011,29.883333333333336,33.800000000000004,8.783333333333333,62.346666666666664
Malta,2012,27.516666666666666,30.933333333333334,9.9,65.73
Malta,2013,30.333333333333332,31.55,11.4,64.33
Malta,2014,23.614285714285717,24.75714285714286,9.285714285714286,66.97666666666667
Malta,2015,18.571428571428573,21.442857142857147,6.528571428571429,71.88333333333334
Malta,2016,17.5125,18.099999999999998,5.85,75.56333333333333
Malta,2017,21.5,22.21666666666667,9.15,79.42999999999999
Malta,2018,22.2,25.400000000000002,8.583333333333334,84.08666666666666
Malta,2019,23.516666666666666,25.183333333333334,8.9,89.22333333333334
Malta,2020,27.05,26.0,7.616666666666667,91.27
Malta,2023,28.977777777777778,25.744444444444444,6.333333333333333,109.38333333333333
Netherlands,2005,26.955555555555556,13.144444444444444,16.566666666666666,100.83
Netherlands,2006,25.366666666666664,13.466666666666667,14.866666666666667,71.47666666666666
Netherlands,2007,28.766666666666666,12.31111111111111,13.3,75.06666666666668
Netherlands,2008,24.355555555555558,10.988888888888889,11.733333333333334,75.82
Netherlands,2009,24.344444444444445,14.422222222222224,18.72222222222222,70.28
Netherlands,2010,19.033333333333335,11.166666666666666,12.877777777777778,69.92666666666666
Netherlands,2011,22.955555555555556,14.555555555555555,14.277777777777779,68.43333333333334
Netherlands,2012,25.333333333333332,12.933333333333332,16.677777777777777,62.24
Netherlands,2013,23.577777777777776,13.577777777777778,16.022222222222222,58.583333333333336
Netherlands,2014,25.5,14.433333333333334,17.61111111111111,61.35666666666666
Netherlands,2015,25.61111111111111,11.422222222222222,15.677777777777777,64.40333333333332
Netherlands,2016,24.566666666666666,12.044444444444444,15.077777777777776,68.34666666666668
Netherlands,2017,24.322222222222223,13.155555555555555,13.155555555555557,74.66666666666667
Netherlands,2018,25.22222222222222,16.166666666666668,15.055555555555555,81.76666666666667
Netherlands,2019,24.866666666666667,15.066666666666666,14.100000000000001,86.74333333333334
Netherlands,2020,24.700000000000003,14.299999999999999,13.911111111111111,93.77
Netherlands,2023,26.72222222222222,15.333333333333334,15.122222222222222,115.25
Norway,2005,12.644444444444444,8.222222222222221,4.488888888888889,62.915000000000006
Norway,2006,13.399999999999999,7.411111111111111,5.344444444444445,52.25
Norway,2007,12.644444444444444,7.888888888888889,4.644444444444444,57.89000000000001
Norway,2008,13.288888888888888,8.477777777777778,5.788888888888889,52.75
Norway,2009,12.944444444444445,8.088888888888889,5.611111111111111,54.75666666666666
Norway,2010,13.544444444444444,8.422222222222222,5.455555555555556,61.35666666666666
Norway,2011,14.422222222222224,8.911111111111111,5.355555555555556,66.10666666666667
Norway,2012,11.244444444444445,9.244444444444445,6.199999999999999,69.88
Norway,2013,14.655555555555557,8.666666666666666,5.311111111111111,71.99
Norway,2015,12.61111111111111,9.38888888888889,6.077777777777778,79.56333333333333
Norway,2016,12.11111111111111,7.633333333333334,5.277777777777778,86.05666666666666
Norway,2017,12.666666666666666,7.677777777777777,4.355555555555556,89.75999999999999
Norway,2018,12.755555555555555,8.977777777777778,4.866666666666666,89.87
Norway,2019,12.655555555555557,7.566666666666667,4.477777777777778,94.26666666666667
Norway,2020,15.244444444444444,8.0,4.566666666666666,99.15333333333332
Norway,2023,14.766666666666667,9.866666666666667,6.355555555555555,114.59333333333332
Poland,2010,16.555555555555557,9.766666666666667,6.366666666666666,102.805
Poland,2011,14.88888888888889,11.422222222222222,6.199999999999999,68.62333333333333
Poland,2012,15.533333333333335,12.18888888888889,7.8999999999999995,65.03
Poland,2013,15.311111111111112,12.366666666666667,8.133333333333333,61.830000000000005
Poland,2014,14.877777777777778,13.011111111111111,7.966666666666667,64.25666666666666
Poland,2015,13.344444444444443,11.333333333333334,7.133333333333334,65.39666666666666
Poland,2016,14.222222222222221,12.011111111111111,6.288888888888889,66.73666666666666
Poland,2017,13.566666666666666,13.133333333333333,6.622222222222223,69.94666666666667
Poland,2018,14.422222222222224,14.100000000000001,5.411111111111111,75.36333333333333
Poland,2019,13.922222222222222,14.566666666666666,4.766666666666667,82.41
Poland,2023,9.944444444444445,7.199999999999999,3.2333333333333334,119.60333333333334
Portugal,2008,21.244444444444444,14.755555555555556,10.133333333333333,103.845
Portugal,2009,20.755555555555556,16.98888888888889,11.766666666666667,68.29333333333334
Portugal,2010,20.58888888888889,14.988888888888889,10.044444444444444,69.38666666666667
Portugal,2011,21.733333333333334,14.022222222222222,8.444444444444445,64.09666666666666
Portugal,2012,22.87777777777778,13.899999999999999,9.38888888888889,58.71666666666667
Portugal,2013,21.811111111111114,14.266666666666667,12.355555555555556,59.300000000000004
Portugal,2014,22.144444444444446,13.366666666666667,10.855555555555556,63.876666666666665
Portugal,2015,22.022222222222222,14.233333333333333,10.033333333333333,65.41666666666667
Portugal,2016,21.933333333333334,13.31111111111111,7.133333333333334,71.33
Portugal,2017,22.733333333333334,13.366666666666667,7.455555555555555,78.40666666666667
Portugal,2018,21.644444444444446,12.455555555555556,6.288888888888889,86.50666666666666
Portugal,2019,21.255555555555553,13.266666666666667,6.2555555555555555,94.67999999999999
Portugal,2020,26.1,13.866666666666667,7.066666666666666,102.29333333333334
Portugal,2023,28.799999999999997,15.344444444444443,6.133333333333334,135.20666666666668
Romania,2009,39.1875,27.3875,14.975,118.715
Romania,2010,33.47777777777778,17.955555555555556,12.477777777777778,70.68
Romania,2011,29.877777777777776,16.477777777777778,12.433333333333334,60.07333333333333
Romania,2012,26.71111111111111,18.366666666666667,14.455555555555556,59.22
Romania,2013,25.900000000000002,17.48888888888889,16.01111111111111,60.663333333333334
Romania,2014,24.022222222222226,17.711111111111112,16.12222222222222,58.81666666666666
Romania,2015,22.688888888888886,16.177777777777777,14.466666666666665,62.18333333333334
