currency,prod_veg,geo,year,selling_price,temperature_2m_mean,precipitation_sum,price_lag1,price_lag2
Euro,Soft wheat,Slovakia,2020,14.78,11.560382513661205,716.9,15.31,15.12
Euro,Soft wheat,Slovakia,2021,18.52,10.789315068493153,611.2,14.78,15.31
Euro,Soft wheat,Slovakia,2022,29.86,11.93917808219178,527.6,18.52,14.78
Euro,Soft wheat,Slovakia,2023,19.18,12.217260273972602,735.4,29.86,18.52
Euro,Soft wheat,Slovakia,2024,17.53,12.7672131147541,721.5,19.18,29.86
Euro,Barley,Slovenia,2017,12.88,10.505479452054796,1343.1,13.3,13.38
Euro,Barley,Slovenia,2018,14.24,11.096986301369864,1112.9,12.88,13.3
Euro,Barley,Slovenia,2019,13.72,11.093150684931508,1345.7,14.24,12.88
Euro,Barley,Slovenia,2020,12.54,10.800819672131148,1275.0,13.72,14.24
Euro,Barley,Slovenia,2021,16.83,10.262739726027398,1105.1,12.54,13.72
Euro,Barley,Slovenia,2022,27.83,11.501917808219178,940.5,16.83,12.54
Euro,Barley,Slovenia,2023,15.09,11.28109589041096,1601.0,27.83,16.83
Euro,Barley,Slovenia,2024,15.29,11.52295081967213,1304.0,15.09,27.83
Euro,Feed barley,Slovenia,2017,12.88,10.505479452054796,1343.1,13.3,13.38
Euro,Feed barley,Slovenia,2018,14.24,11.096986301369864,1112.9,12.88,13.3
Euro,Feed barley,Slovenia,2019,13.72,11.093150684931508,1345.7,14.24,12.88
Euro,Feed barley,Slovenia,2020,12.54,10.800819672131148,1275.0,13.72,14.24
Euro,Feed barley,Slovenia,2021,16.83,10.262739726027398,1105.1,12.54,13.72
Euro,Feed barley,Slovenia,2022,27.83,11.501917808219178,940.5,16.83,12.54
Euro,Feed barley,Slovenia,2023,15.09,11.28109589041096,1601.0,27.83,16.83
Euro,Feed barley,Slovenia,2024,15.16,11.52295081967213,1304.0,15.09,27.83
Euro,Rye,Slovenia,2017,15.16,10.505479452054796,1343.1,14.28,14.98
Euro,Rye,Slovenia,2018,15.16,11.096986301369864,1112.9,15.16,14.28
Euro,Rye,Slovenia,2019,15.16,11.093150684931508,1345.7,15.16,15.16
Euro,Rye,Slovenia,2020,15.46,10.800819672131148,1275.0,15.16,15.16
Euro,Rye,Slovenia,2021,19.03,10.262739726027398,1105.1,15.46,15.16
Euro,Rye,Slovenia,2022,31.6,11.501917808219178,940.5,19.03,15.46
Euro,Rye,Slovenia,2023,17.43,11.28109589041096,1601.0,31.6,19.03
Euro,Rye,Slovenia,2024,18.19,11.52295081967213,1304.0,17.43,31.6
Euro,Soft wheat,Slovenia,2017,15.4,10.505479452054796,1343.1,13.38,16.83
Euro,Soft wheat,Slovenia,2018,15.94,11.096986301369864,1112.9,15.4,13.38
Euro,Soft wheat,Slovenia,2019,16.32,11.093150684931508,1345.7,15.94,15.4
Euro,Soft wheat,Slovenia,2020,14.82,10.800819672131148,1275.0,16.32,15.94
Euro,Soft wheat,Slovenia,2021,18.78,10.262739726027398,1105.1,14.82,16.32
Euro,Soft wheat,Slovenia,2022,31.49,11.501917808219178,940.5,18.78,14.82
Euro,Soft wheat,Slovenia,2023,16.24,11.28109589041096,1601.0,31.49,18.78
Euro,Soft wheat,Slovenia,2024,18.61,11.52295081967213,1304.0,16.24,31.49
Euro,Barley,Spain,2017,16.51,15.903287671232876,356.8,15.13,17.4
Euro,Barley,Spain,2018,17.26,14.651232876712328,538.3,16.51,15.13
Euro,Barley,Spain,2019,17.51,15.424931506849315,373.1,17.26,16.51
Euro,Barley,Spain,2020,16.12,15.39863387978142,507.4,17.51,17.26
Euro,Barley,Spain,2021,21.97,15.012876712328769,553.6,16.12,17.51
Euro,Barley,Spain,2022,32.39,16.32904109589041,531.5,21.97,16.12
Euro,Barley,Spain,2023,24.54,15.87205479452055,516.7,32.39,21.97
Euro,Barley,Spain,2024,20.15,15.801092896174865,490.6,24.54,32.39
Euro,Durum wheat,Spain,2017,22.18,15.903287671232876,356.8,22.28,29.23
Euro,Durum wheat,Spain,2018,19.1,14.651232876712328,538.3,22.18,22.28
Euro,Durum wheat,Spain,2019,21.87,15.424931506849315,373.1,19.1,22.18
Euro,Durum wheat,Spain,2020,24.36,15.39863387978142,507.4,21.87,19.1
Euro,Durum wheat,Spain,2021,35.38,15.012876712328769,553.6,24.36,21.87
Euro,Durum wheat,Spain,2022,48.88,16.32904109589041,531.5,35.38,24.36
Euro,Durum wheat,Spain,2023,36.85,15.87205479452055,516.7,48.88,35.38
Euro,Durum wheat,Spain,2024,27.63,15.801092896174865,490.6,36.85,48.88
Euro,Feed barley,Spain,2017,16.15,15.903287671232876,356.8,14.6,17.07
Euro,Feed barley,Spain,2018,16.56,14.651232876712328,538.3,16.15,14.6
Euro,Feed barley,Spain,2019,16.9,15.424931506849315,373.1,16.56,16.15
Euro,Feed barley,Spain,2020,15.44,15.39863387978142,507.4,16.9,16.56
Euro,Feed barley,Spain,2021,21.23,15.012876712328769,553.6,15.44,16.9
Euro,Feed barley,Spain,2022,31.42,16.32904109589041,531.5,21.23,15.44
Euro,Feed barley,Spain,2023,23.87,15.87205479452055,516.7,31.42,21.23
Euro,Feed barley,Spain,2024,18.81,15.801092896174865,490.6,23.87,31.42
Euro,Rye,Spain,2017,15.66,15.903287671232876,356.8,13.46,16.38
Euro,Rye,Spain,2018,16.32,14.651232876712328,538.3,15.66,13.46
Euro,Rye,Spain,2019,16.33,15.424931506849315,373.1,16.32,15.66
Euro,Rye,Spain,2020,15.21,15.39863387978142,507.4,16.33,16.32
Euro,Rye,Spain,2021,20.01,15.012876712328769,553.6,15.21,16.33
Euro,Rye,Spain,2022,30.94,16.32904109589041,531.5,20.01,15.21
Euro,Rye,Spain,2023,23.56,15.87205479452055,516.7,30.94,20.01
Euro,Rye,Spain,2024,18.28,15.801092896174865,490.6,23.56,30.94
Euro,Soft wheat,Spain,2017,17.64,15.903287671232876,356.8,15.73,18.12
Euro,Soft wheat,Spain,2018,18.29,14.651232876712328,538.3,17.64,15.73
Euro,Soft wheat,Spain,2019,18.66,15.424931506849315,373.1,18.29,17.64
Euro,Soft wheat,Spain,2020,18.57,15.39863387978142,507.4,18.66,18.29
Euro,Soft wheat,Spain,2021,23.64,15.012876712328769,553.6,18.57,18.66
Euro,Soft wheat,Spain,2022,34.21,16.32904109589041,531.5,23.64,18.57
Euro,Soft wheat,Spain,2023,26.14,15.87205479452055,516.7,34.21,23.64
Euro,Soft wheat,Spain,2024,21.85,15.801092896174865,490.6,26.14,34.21
Euro,Barley,Sweden,2017,12.94,6.975890410958904,580.6,12.43,13.22
Euro,Barley,Sweden,2018,19.05,7.896986301369863,469.8,12.94,12.43
Euro,Barley,Sweden,2019,12.93,7.637260273972602,703.7,19.05,12.94
Euro,Barley,Sweden,2020,13.94,8.789617486338798,612.5,12.93,19.05
Euro,Barley,Sweden,2021,19.45,7.089863013698631,671.4,13.94,12.93
Euro,Barley,Sweden,2022,30.66,7.646027397260275,601.5,19.45,13.94
Euro,Barley,Sweden,2023,24.81,7.1,772.0,30.66,19.45
Euro,Barley,Sweden,2024,20.17,7.9554644808743165,647.9,24.81,30.66
Euro,Feed barley,Sweden,2017,11.91,6.975890410958904,580.6,11.48,12.29
Euro,Feed barley,Sweden,2018,17.29,7.896986301369863,469.8,11.91,11.48
Euro,Feed barley,Sweden,2019,12.35,7.637260273972602,703.7,17.29,11.91
Euro,Feed barley,Sweden,2020,13.02,8.789617486338798,612.5,12.35,17.29
Euro,Feed barley,Sweden,2021,16.64,7.089863013698631,671.4,13.02,12.35
Euro,Feed barley,Sweden,2022,26.42,7.646027397260275,601.5,16.64,13.02
Euro,Feed barley,Sweden,2023,19.45,7.1,772.0,26.42,16.64
Euro,Feed barley,Sweden,2024,16.09,7.9554644808743165,647.9,19.45,26.42
Euro,Rye,Sweden,2017,12.84,6.975890410958904,580.6,12.44,12.12
Euro,Rye,Sweden,2018,17.6,7.896986301369863,469.8,12.84,12.44
Euro,Rye,Sweden,2019,12.76,7.637260273972602,703.7,17.6,12.84
Euro,Rye,Sweden,2020,12.16,8.789617486338798,612.5,12.76,17.6
Euro,Rye,Sweden,2021,16.35,7.089863013698631,671.4,12.16,12.76
Euro,Rye,Sweden,2022,27.17,7.646027397260275,601.5,16.35,12.16
Euro,Rye,Sweden,2023,18.76,7.1,772.0,27.17,16.35
Euro,Rye,Sweden,2024,15.52,7.9554644808743165,647.9,18.76,27.17
Euro,Soft wheat,Sweden,2017,13.88,6.975890410958904,580.6,13.54,15.1
Euro,Soft wheat,Sweden,2018,18.43,7.896986301369863,469.8,13.88,13.54
Euro,Soft wheat,Sweden,2019,13.91,7.637260273972602,703.7,18.43,13.88
Euro,Soft wheat,Sweden,2020,14.55,8.789617486338798,612.5,13.91,18.43
Euro,Soft wheat,Sweden,2021,19.06,7.089863013698631,671.4,14.55,13.91
Euro,Soft wheat,Sweden,2022,29.54,7.646027397260275,601.5,19.06,14.55
Euro,Soft wheat,Sweden,2023,23.55,7.1,772.0,29.54,19.06
Euro,Soft wheat,Sweden,2024,18.29,7.9554644808743165,647.9,23.55,29.54
