BAS.INSTNAME,BAS.INSTNAMEENGL,GEO.SUBCOUNTRY,GEO.CITY,EXP.CURRPERSON.EURO,EXP.CURRNONPERSON.EURO,EXP.CURRTOTAL.EURO,REV.COREBUDGETPUBLIC.EURO,REV.CORETOTAL.EURO,REV.THIRDPARTYPUBLIC.EURO,REV.THIRDPARTYPRIVATE.EURO,REV.TUITFEES,REV.STUDFEES.EURO,PERS.ACAHCMEN,PERS.ACAHCWOMEN,PERS.ACAHCSENIORTOTAL,PERS.TOTALFTE,STUD.HIGHDEG,IND.RES.PHDINTENSITY
Hochschule Merseburg (FH),Merseburg University of Applied Sciences,a,Merseburg,22817720,9096475,31914195,,28255785,2995960,1732848,,20115,237,147,70,343,3,s
Ernst-Ebbe-Hochschule Jena,University of Applied Sciences Jena,a,Jena,35833624,13325886,49159510,,31143365,8609459,440451,,321666,301,165,124,481,3,s
KLU KÃ¼hne Logistics University (Priv.),KÃ¼hne Logistics University,a,Hamburg,13751680,10597574,24349254,,0,1025384,928947,,3207703,63,42,44,177,3,s
Hochschule Rhein-Waal,Rhine-Waal University of Applied Sciences,a,Kleve,39857384,33120739,72978123,,67207449,4960138,2384797,,97140,263,182,121,526,3,s
Hochschule Ruhr West (HRW),Ruhr West University of Applied Sciences,a,MÃ¼lheim an der Ruhr,37141128,25036609,62177737,,59923773,1734587,1929246,,0,261,135,110,521,3,s
Hochschule fÃ¼r Gesundheit,,,,,,,,,,,,,,,,,,
Brandenburgische Technische UniversitÃ¤t Cottbus-Senftenberg,Brandenburg University of Technology (BTU) Cottbus â€“ Senftenberg,a,Cottbus,114912308,34947610,149859918,,108402089,59837275,1737698,,740545,1048,614,174,1682,3,0.08574380165289257
Hochschule Geisenheim University (FH),Hochschule Geisenheim University (FH),a,Geisenheim,33941765,9859787,43801552,,46671648,4961484,0,,210243,167,136,40,481,3,s
Medizinische Hochschule Brandenburg in Neuruppin (Priv. U),Brandenburg Medical School Theodor Fontane,a,Brandenburg,6659001,6347088,13006089,,0,2725644,76384,,1751760,23,31,5,99,3,s
KÃ¸benhavns Universitet,University of Copenhagen,a,Copenhagen,838279260.3578092,555431925.4049846,1421726582.292072,756208227.8650901,774806724.422553,138368508.50232857,297847801.60785943,1,14134664.402958032,,,,10387.88,3,0.06215594034631168
Aarhus Universitet,Aarhus University,a,Aarhus,676309285.5896603,322171618.86483514,1022213992.9404502,593393823.9675744,609308089.8951805,132544215.32969172,147798376.57195777,1,9261382.383336242,,,,8490.47,3,0.04576167076167076
Syddansk Universitet,University of Southern Denmark,a,Odense,328126937.6853803,149819216.4704935,487382866.49934906,307431048.5981559,316113758.06949496,48868190.41994927,44708558.697607,1,13114388.865774605,,,,4068.5,3,0.030161639726712215
Roskilde Universitet,Roskilde University,a,Roskilde,77943872.55230913,36543370.59952489,115560267.88710089,89215531.00967668,91478210.6859574,8257928.572387229,5683474.479593069,1,3735119.2473392477,,,,940.6,3,0.01713756368689208
Aalborg Universitet,Aalborg University,a,Aalborg,284082047.5378813,129806585.78158343,427106531.0230979,302062350.5885195,303613073.3200016,41701250.72138936,31560119.046021286,1,10722086.32514193,,,,3451.37,3,0.02663070959042643
Danmarks Tekniske Universitet,Technical University of Denmark,a,Lyngby,483040240.37364614,244304333.4362292,809826593.163242,388180456.052289,415273896.71046454,104766736.9042666,108280504.77123569,1,12757505.267819995,,,,6085,3,0.08918705603788477
HandelshÃ¸jskolen i Kobenhavn,Copenhagen Business School,a,Frederiksberg,141883132.91011825,63225762.927968435,209440081.1982445,159393881.94714734,160291829.7118469,7431044.840220645,10003632.715510879,1,22677378.57171617,,,,1642.15,3,0.008117510630073444
IT-Universitetet i KÃ¸benhavn,IT University of Copenhagen,a,Copenhagen,37578413.34603874,17777986.551960167,55631668.657477625,42543048.49078635,42771074.63527896,4959535.089720705,2655652.337301534,1,1016387.2820733066,,,,457.01,3,0.015247776365946633
Arkitektskolen Aarhus,Aarhus School of Architecture,a,Aarhus,9770631.735763464,5677166.516796629,15595431.424391685,13783569.770094888,13783569.770094888,0,0,0,0,,,,,3,s
Det Kongelige Danske Kunstakademis Skoler for Arkitektur,,,,,,,,,,,,,,,,,,
Ilisimatusarfik,University of Greenland,a,Nuussuaq,,,,,,,,,,,,,,3,
FrÃ³Ã°skaparsetur FÃ¸roya,University of the Faroe Islands,a,TÃ³rshavn,,,,,,,,,,,,,,3,
Det Kgl. Danske Musikkonservatorium,The Royal Danish Academy of Music,a,Frederiksberg,7418714.51770927,7169362.090485713,15315398.139822036,13125931.095572347,13125931.095572347,0,0,0,0,,,,,3,0.13768115942028986
Rytmisk Musikkonservatorium,Rhythmic Music Conservatory,a,Copenhagen,3342871.33098015,2557650.7536002365,6026131.071414191,5167161.014105679,5167161.014105679,0,0,0,0,,,,,3,s
Det Jyske Musikkonservatorium,The Royal Academy of Music,a,Aarhus,7185105.155081936,6069427.854353165,13300312.713900335,12199868.472265096,12199868.472265096,0,0,0,0,,,,,3,0.16666666666666666
Syddansk Musikkonservatorium,Danish National Academy of Music,a,Odense,4389832.100820036,2345313.988914091,6813525.882779262,6616650.337543116,6616650.337543116,0,0,0,0,,,,,3,0.125
Tartu Ãœlikool,University of Tartu,a,Tartu,150900252.1,97794068.76999998,248694320.86999997,111278051.5,131573480.3,85082414.01,0,1,10118413.87,1205,1325,260,3540,3,0.041916167664670656
Tallinna TehnikaÃ¼likool,Tallinn University of Technology,a,Tallinn,80318932.42000002,42801676.460000016,123120608.88000003,73256021.86,85230552.6,19689123.53,0,1,5633719.030000001,690,425,160,1720,3,0.04963235294117647
Tallinna Ãœlikool,Tallinn University,a,Tallinn,35451678.09,17646643.57,53098321.660000004,36793217.97,38948317.44,6891876.449999999,0,1,5413597.199999999,230,365,45,845,3,0.011049723756906077
Eesti MaaÃ¼likool,Estonian University of Life Sciences,a,Tartu,29707370.549999997,15205391.069999998,44912761.62,22023584,30032700.13,5975434.640000001,0,1,2316152.05,265,270,60,835,3,0.043233082706766915
Estonian Business School,Estonian Business School,a,Tallinn,,,,,,,,2,,25,30,5,80,3,s
Eesti Kunstiakadeemia,Estonian Academy of Arts,a,Tallinn,9108575.890000002,6926296.899999999,16034872.790000003,10791833.5,11102886.48,1691768.8699999999,0,1,1077167.59,50,75,20,230,3,s
Eesti Muusika- ja Teatriakadeemia,Estonian Academy of Music and Theatre,a,Tallinn,7958449.169999999,3256949.1599999997,11215398.329999998,9787693,10076766.73,1339661.5699999998,0,1,467332.9,90,95,35,220,3,s
Universidad de AlmerÃ­a,University of Almeria,a,AlmerÃ­a,,,,,,,,,,593,482,181,1621.59333333333,3,0.04016994978756277
Universidad de CÃ¡diz,University of CÃ¡diz,a,CÃ¡diz,,,,,,,,,,1092,819,220,2743.77866666667,3,0.03143006809848088
Universidad de CÃ³rdoba,University of Cordoba,a,CÃ³rdoba,,,,,,,,,,1029,691,266,2749.836,3,0.06724862592951826
Universidad de Granada,University of Granada,a,Granada,,,,,,,,,,2352,1716,779,7107.43733333334,3,0.045940667720636104
Universidad de Huelva,University of Huelva,a,Huelva,,,,,,,,,,560,437,120,1446.28533333333,3,0.03123399897593446
Universidad de JaÃ©n,University of JaÃ©n,a,JaÃ©n,,,,,,,,,,636,480,177,1814.43333333333,3,0.04162330905306972
Universidad de MÃ¡laga,University of MÃ¡laga,a,MÃ¡laga,,,,,,,,,,1665,1249,361,4477.543084577118,3,0.032716506291635826
Universidad Pablo de Olavide,Pablo de Olavide University,a,Seville,,,,,,,,,,671,530,114,1338.97333333333,3,0.03731343283582089
Universidad de Sevilla,University of Seville,a,Seville,,,,,,,,,,2974,2102,709,7965.23466666667,3,0.03571428571428571
Universidad de Zaragoza,University of Zaragoza,a,Zaragoza,,,,,,,,,,2050,1991,402,5282.81597989951,3,0.059883321894303364
Universidad de Oviedo,University of Oviedo,a,Oviedo,,,,,,,,,,1337,1008,386,3376.55733333333,3,0.062430011198208284
Universitat de les Illes Balears,University of the Balearic Islands,a,Palma,,,,,,,,,,1134,848,157,2039.59866666667,3,0.048436308161708616
Universidad de La Laguna,University of La Laguna,a,San CristÃ³bal de La Laguna,,,,,,,,,,1031,769,180,2389.424,3,0.045454545454545456
Universidad de Las Palmas de Gran Canaria,University of Las Palmas de Gran Canaria,a,Las Palmas de Gran Canaria,,,,,,,,,,972,669,153,2110.2,3,0.017844646606018196
Universidad de Cantabria,University of Cantabria,a,Santander,,,,,,,,,,794,554,165,1785.56266666667,3,0.04720782959124928
Universitat AutÃ²noma de Barcelona,Autonomous University of Barcelona,a,Barcelona,,,,,,,,,,2616,2200,282,5452.684,3,0.07302932322443974
Universitat de Barcelona,University of Barcelona,a,Barcelona,,,,,,,,,,3478,3387,444,7011.89066666666,3,0.06272310045894952
Universitat de Girona,University of Girona,a,Girona,,,,,,,,,,1021,907,87,1868.48533333333,3,0.041395826205952786
Universitat de Lleida,University of Lleida,a,Lleida,,,,,,,,,,814,798,84,1491.81866666667,3,0.056010928961748634
Universitat PolitÃ¨cnica de Catalunya Â· BarcelonaTech,Universitat PolitÃ¨cnica de Catalunya Â· BarcelonaTech,a,Barcelona,,,,,,,,,,2514,949,209,4559.17466666666,3,0.04962779156327544
Universitat Pompeu Fabra,Pompeu Fabra University,a,Barcelona,,,,,,,,,,1059,759,80,2371.55733333333,3,0.037575327897908545
Universitat Rovira i Virgili,Rovira i Virgili University,a,Tarragona,,,,,,,,,,1178,1233,100,2059.544,3,0.058315334773218146
Universidad de Castilla-La Mancha,University of Castilla-La Mancha,a,Ciudad Real,,,,,,,,,,1602,1246,384,3814.42666666667,3,0.04720109225668032
Universidad de Alicante,University of Alicante,a,Alicante,,,,,,,,,,1540,1076,314,3675.14933333334,3,0.05254201233780047
Universidad Jaume I de CastellÃ³n,Jaume I University,a,CastellÃ³ de la Plana,,,,,,,,,,823,762,345,1883.55333333333,3,0.04244928625093914
Universidad Miguel HernÃ¡ndez de Elche,Miguel HernÃ¡ndez University of Elche,a,Alicante,,,,,,,,,,784,598,152,1862.248,3,0.021263289555972485
Universidad PolitÃ©cnica de Valencia,Technical University of Valencia,a,ValÃ¨ncia,,,,,,,,,,2090,1033,523,4655.012,3,0.06437768240343347
Universitat de ValÃ¨ncia (Estudi General),University of Valencia,a,ValÃ¨ncia,,,,,,,,,,2781,2460,712,7070.68266666669,3,0.05536575562700965
Universidad de Burgos,University of Burgos,a,Burgos,,,,,,,,,,487,490,75,1136.37866666667,3,0.035546613011401745
Universidad de LeÃ³n,University of LeÃ³n,a,LeÃ³n,,,,,,,,,,569,502,149,1527.30666666667,3,0.03733602421796166
Universidad de Salamanca,University of Salamanca,a,Salamanca,,,,,,,,,,1434,1324,262,3703.90666666667,3,0.07081942899517983
Universidad de Valladolid,University of Valladolid,a,Valladolid,,,,,,,,,,1416,1345,272,3468.41333333333,3,0.03576788394197099
Universidad de Extremadura,University of Extremadura,a,Badajoz,,,,,,,,,,1187,845,246,2844.05866666666,3,0.035695942475603495
Universidad de A CoruÃ±a,University of A CoruÃ±a,a,A CoruÃ±a,,,,,,,,,,921,680,186,2435.599384615386,3,0.04329524954900782
Universidad de Santiago de Compostela,University of Santiago de Compostela,a,Santiago de Compostela,,,,,,,,,,1400,1207,394,4216.44133333333,3,0.0638433709299851
Universidad de Vigo,University of Vigo,a,Vigo,,,,,,,,,,1076,842,261,2915.10666666667,3,0.043072702331961595
Universidad de AlcalÃ¡,University of AlcalÃ¡,a,AlcalÃ¡ de Henares,,,,,,,,,,1113,885,201,2421.21333333333,3,0.05638122198631753
Universidad AutÃ³noma de Madrid,Autonomous University of Madrid,a,Madrid,,,,,,,,,,1668,1486,380,4299.92933333333,3,0.0946073793755913
Universidad Carlos III de Madrid,Carlos III University of Madrid,a,Getafe,,,,,,,,,,1298,605,237,2470.42,3,0.037909654561558905
Universidad Complutense de Madrid,Complutense University of Madrid,a,Madrid,,,,,,,,,,3762,3688,764,10087.216,3,0.056573589296102386
Universidad PolitÃ©cnica de Madrid,Technical University of Madrid,a,Madrid,,,,,,,,,,2057,788,355,5467.432,3,0.05015009712166696
Universidad Rey Juan Carlos,Rey Juan Carlos University,a,Madrid,,,,,,,,,,1649,1394,191,3486.572,3,0.02481606185309889
Universidad de Murcia,University of Murcia,a,Murcia,,,,,,,,,,1689,1327,357,3631.844,3,0.05095854497787973
Universidad PolitÃ©cnica de Cartagena,Technical University of Cartagena,a,Cartagena,,,,,,,,,,494,164,105,1004.27333333333,3,0.06082036775106082
Universidad PÃºblica de Navarra,Public University of Navarra,a,Pamplona,,,,,,,,,,731,581,125,1559.44933333333,3,0.043795620437956206
Universidad del PaÃ­s Vasco / Euskal Herriko Unibertsitatea,University of the Basque Country,a,Lejoa,,,,,,,,,,2448,2437,314,6262.26000000001,3,0.06578160507116373
Universidad de La Rioja,University of La Rioja,a,LogroÃ±o,,,,,,,,,,272,262,77,788.94,3,0.038974358974358976
IE Universidad,IE University,a,Segovia,,,,,,,,,,691,353,0,752.194666666667,3,0.002676977989292088
Universidad a Distancia de Madrid (UDIMA),Open University of Madrid (UDIMA),a,Madrid,,,,,,,,,,110,112,0,237.773333333333,3,0.009306654257794323
Universidad Alfonso X El Sabio,Alfonso X El Sabio University,a,Villanueva de la CaÃ±ada,,,,,,,,,,779,797,0,699.652,3,0.002254791431792559
Universidad Antonio de Nebrija,Nebrija University,a,Madrid,,,,,,,,,,627,574,0,881.749333333334,3,0.002390584773813902
Universidad Camilo JosÃ© Cela,Camilo JosÃ© Cela University,a,Villanueva de la CaÃ±ada,,,,,,,,,,288,344,0,495.641333333333,3,0.002461033634126333
Universidad Cardenal Herrera-CEU,Cardenal Herrera-CEU University,a,Alfara del Patriarca,,,,,,,,,,570,578,0,1235.70533333334,3,0.00646830530401035
Universidad CatÃ³lica Santa Teresa de JesÃºs de Ãvila,Catholic University of Avila,a,Ãvila,,,,,,,,,,107,123,0,288.712,3,s
Universidad CatÃ³lica de Valencia,Catholic University of Valencia,a,ValÃ¨ncia,,,,,,,,,,587,472,0,1020.10666666667,3,0.009126466753585397
Universidad CatÃ³lica San Antonio de Murcia,San Antonio Catholic University of Murcia,a,Guadalupe,,,,,,,,,,478,426,27,981.172,3,0.016722408026755852
Universidad de Deusto,University of Deusto,a,Bilbao,,,,,,,,,,465,470,0,1266.988,3,0.023552894211576848
Universidad de Navarra,University of Navarra,a,Pamplona,,,,,,,,,,793,560,0,3571.95733333333,3,0.04978165938864629
Universidad Europea de Madrid,European University of Madrid,a,Madrid,,,,,,,,,,957,841,0,1952.152,3,0.006515175591927539
Universidad Europea Miguel de Cervantes,European University Miguel de Cervantes,a,Valladolid,,,,,,,,,,167,134,2,262.477333333333,3,s
Universidad Francisco de Vitoria,Francisco de Vitoria University,a,Madrid,,,,,,,,,,655,582,0,1326.43866666667,3,0.0031136481577581734
Universidad Internacional de AndalucÃ­a,International University of AndalucÃ­a,a,Seville,,,,,,,,,,0,0,0,134,3,s
Universidad Internacional Isabel I de Castilla,International University Isabel I de Castilla,a,Burgos,,,,,,,,,,360,389,0,426.293333333333,3,s
Universidad Internacional de la Rioja,International University of La Rioja,a,LogroÃ±o,,,,,,,,,,948,1087,0,2162.19466666667,3,0.0002483623606842383
Universidad Internacional MenÃ©ndez Pelayo,MenÃ©ndez Pelayo International University,a,Madrid,,,,,,,,,,0,0,0,113,3,0.03696498054474708
Universidad MondragÃ³n Unibertsitatea,Mondragon University,a,Arrasate,,,,,,,,,,407,287,0,870.424,3,0.022689540675152185
Universidad Nacional de EducaciÃ³n a Distancia,National University of Distance Education,a,Madrid,,,,,,,,,,704,652,199,2496.58666666667,3,0.018782301777385605
Universidad Pontificia Comillas,Comillas Pontifical University,a,Madrid,,,,,,,,,,1184,724,0,1238.29733333333,3,0.01566265060240964
Universidad Pontificia de Salamanca,Pontifical University of Salamanca,a,Salamanca,,,,,,,,,,155,169,0,360.254666666667,3,0.015184381778741865
Universidad San Jorge,San Jorge University,a,Zaragoza,,,,,,,,,,229,236,12,434.556,3,s
Universidad San Pablo-CEU,San Pablo-CEU University,a,Madrid,,,,,,,,,,585,575,0,1139.55466666667,3,0.01834407535944472
Universitat Abat Oliba CEU,Abat Oliba-CEU University,a,Barcelona,,,,,,,,,,86,66,0,132.952,3,0.012089810017271158
Universitat de Vic - Universitat Central de Catalunya,University of Vic - Central University of Catalonia,a,Vic,,,,,,,,,,687,790,0,1309.54933333333,3,0.017317939609236235
Universitat Internacional de Catalunya,International University of Catalonia,a,Barcelona,,,,,,,,,,279,282,0,731.784,3,0.010770505385252692
Universitat Internacional Valenciana (VIU),Valencian International University,a,ValÃ¨ncia,,,,,,,,,,407,484,0,872.336000000001,3,s
Universitat Oberta de Catalunya,Open University of Catalonia,a,Barcelona,,,,,,,,,,225,235,0,1433.86133333333,3,0.0031316294575209616
Universitat RamÃ³n Llull,Ramon Llull University,a,Barcelona,,,,,,,,,,995,662,0,1988.36933333333,3,0.013830024537140308
Universidad Europea de Canarias,European University of Canarias,a,Orotava (La),,,,,,,,,,98,85,0,147.106666666667,3,s
Universidad Europea Valencia,European University of Valencia,a,ValÃ¨ncia,,,,,,,,,,216,303,0,455,3,s
Universidad Loyola Andalucia,Loyola University Andalusia,a,Seville,,,,,,,,,,214,133,0,503.678666666667,3,0.022354694485842028
Universidad Europea del AtlÃ¡ntico,European University of the Atlantic,a,Santander,,,,,,,,,,112,75,0,178.501333333333,3,s
Universidad Fernando Pessoa-Canarias,Fernando Pessoa Canarias University,a,Santa MarÃ­a de GuÃ­a de Gran Canaria,,,,,,,,,,77,79,0,133.92,3,s
Universidad del AtlÃ¡ntico Medio,Mid Atlantic University,a,Las Palmas de Gran Canaria,,,,,,,,,,76,82,0,129.585333333333,3,s
Universidad Internacional Villanueva,Villanueva International University,a,Madrid,,,,,,,,,,77,92,0,199.770666666667,3,s
Universidad Euneiz,Euneiz University,a,Vitoria-Gasteiz,,,,,,,,,,7,4,0,17.2773333333333,3,s
Universidad Intercontinental de la Empresa,Universidad Intercontinental de la Empresa,a,Santiago,,,,,,,,,,4,5,0,35,3,a
ESIC Universidad,ESIC University,a,Madrid,,,,,,,,,,142,62,0,179.225333333333,3,s
Colegio Universitario de Estudios Financieros,CUNEF University,a,Madrid,,,,,,,,,,128,59,0,216.442666666667,3,s
Universidad Internacional de la Empresa,International Business University,a,Madrid,,,,,,,,,,78,49,0,153.133333333333,3,s
Universidad de DiseÃ±o,,,,,,,,,,,,,,,,,,
Universidad de las HespÃ©rides,University of the Hesperides,a,Las Palmas de Gran Canaria,,,,,,,,,,32,5,0,42.5493333333333,3,a
Helsingin yliopisto,University of Helsinki,a,Helsinki,,,786156926,432945000,507532230,,,1,,2027.4844999999973,2300.591499999998,561.2982000000003,7510.318399999992,3,0.08570366239077895
Turun yliopisto,University of Turku,a,Turku,,,323360677,179809000,204066233,,,1,,975.2563000000001,1057.2026000000003,293.1167,3349.8460000000005,3,0.058182860418458014
Ã…bo Akademi,Ã…bo Akademi University,a,Turku,,,121619129,59031563,63889328,,,1,,295.7886000000001,351.1056000000002,81.6276,1113.4764000000005,3,0.03442485306465155
Oulun yliopisto,University of Oulu,a,Oulu,,,296242056,164149000,188017409,,,1,,1084.1818000000003,862.7585999999998,208.84520000000003,3083.0915,3,0.06885125184094257
JyvÃ¤skylÃ¤n yliopisto,University of JyvÃ¤skylÃ¤,a,JyvÃ¤skylÃ¤,,,243742155,152150667,167865454,,,1,,788.1425,933.1596,173.05390000000003,2678.1469999999963,3,0.052359627971064415
Svenska handelshÃ¶gskolan,Hanken School of Economics,a,Helsinki,,,30000543,20823400,21594739,,,1,,86.7701,78.7892,30.4084,298.88410000000005,3,0.02491103202846975
Vaasan yliopisto,University of Vaasa,a,Vaasa,,,56074372,38625000,42832900,,,1,,193.92260000000005,153.1572,48.4264,593.8463000000004,3,0.02539981185324553
Lappeenrannan-Lahden teknillinen yliopisto LUT,Lappeenranta-Lahti University of Technology (LUT University),a,Lappeenranta,,,117910813,60755000,85758996,,,1,,472.2201000000001,253.181,77.4417,1239.8360000000002,3,0.0405982905982906
Lapin yliopisto,University of Lapland,a,Rovaniemi,,,63350412,40562000,49319543,,,1,,111.09969999999998,192.88609999999994,53.716499999999996,628.5043999999996,3,0.020512820512820513
Maanpuolustuskorkeakoulu,Finnish National Defence University,a,Helsinki,,,,,,,,1,,,,,,3,s
Aalto-yliopisto,Aalto University,a,Espoo,,,427262040,239220000,273201542,,,1,,1845.1089000000045,903.5019000000013,271.69670000000025,4477.888200000003,3,0.06158357771260997
ItÃ¤-Suomen yliopisto,University of Eastern Finland,a,Kuopio,,,275620399,165794662,193718014,,,1,,793.0039000000004,955.8308999999997,265.19340000000005,2668.5692999999987,3,0.04902897166507482
Taideyliopisto,University of the Arts Helsinki,a,Helsinki,,,82887537,73153000,74667963,,,1,,195.17489999999995,227.61689999999993,56.7769,767.3204999999999,3,0.025540275049115914
Tampereen yliopisto,Tampere University,a,Tampere,,,364745717,204260000,233436989,,,1,,1251.5227000000014,1077.705100000001,264.27830000000006,3595.1384000000035,3,0.05102527420123987
UniversitÃ© de technologie de Troyes,University of Technology of Troyes,a,Troyes,33407198,9461038,42868236,33324105,36139738,1540830,,1,1274310,154,74,36,,3,
Ã‰cole centrale de Marseille,,a,Marseille,15650116,5141432,20791548,15450765,17899160,427704,,1,1579161,69,23,26,,3,
Aix-Marseille universitÃ©,Aix-Marseille University,a,Marseille,580685139,150385764,731070903,547172385,568312070,85869368,,1,13890624,2422,1953,976,,3,
UniversitÃ© de Caen Basse-Normandie,University of Caen Lower Normandy,a,Caen,208509541,41078737,249588278,199873778,215727321,5991908,,1,4500379,864,644,313,,3,
UniversitÃ© de La Rochelle,University of La Rochelle,a,La Rochelle,70821481,15145541,85967022,60165862,71203004,6639990,,1,1404152,288,207,70,,3,
UniversitÃ© de Bourgogne,University of Burgundy,a,Dijon,215003627,43962791,258966418,,,3996143,,1,5170719,870,611,344,,3,
Institut national supÃ©rieur des sciences agronomiques,,,,,,,,,,,,,,,,,,
UniversitÃ© de Franche-ComtÃ©,University of Franche-ComtÃ©,a,BesanÃ§on,184010669,36443867,220454536,188261524,205120770,2936323,,1,3088347,760,561,287,,3,
Ã‰cole nationale d'ingÃ©nieurs de Brest,,a,Brest,1459468,2796928,4256396,2284282,3838826,34776,,1,242700,53,17,9,,3,
UniversitÃ© de Bretagne Occidentale,University of Western Brittany,a,Brest,173440602,32986616,206427218,174005714,185092507,5262398,,1,3130229,686,607,216,,3,
UniversitÃ© de NÃ®mes,University of NÃ®mes,a,NÃ®mes,20682089,6172726,26854815,25403382,27629675,429218,,1,634072,73,68,18,,3,
Institut national des sciences appliquÃ©es de Toulouse,,a,Toulouse,50531311,14122498,64653809,37030509,42899333,6136199,,1,2029494,188,106,68,,3,
Institut national polytechnique de Toulouse,National Polytechnic Institute of Toulouse,a,Toulouse,73084616,28814888,101899504,66590628,79739544,6097469,,1,6095006,302,179,107,,3,
UniversitÃ© Toulouse - Jean JaurÃ¨s,University of Toulouse II - Jean JaurÃ¨s,a,Toulouse,164670800,31745206,196416006,181837425,188860237,966697,,1,3821658,519,698,221,,3,
UniversitÃ© de Toulouse 3 - Paul Sabatier,Paul Sabatier University,a,Toulouse,321740962,70381553,392122515,346315134,363831642,11716528,,1,5433957,1469,939,545,,3,
UniversitÃ© Bordeaux Montaigne,Bordeaux Montaigne University,a,Pessac,84397317,15490618,99887935,90869550,97248868,563294,,1,1904308,287,393,113,,3,
Ã‰cole nationale supÃ©rieure de chimie de Montpellier,,a,Montpellier,8782401,3026134,11808535,9010163,9729272,1134575,,1,133444,38,28,12,,3,
UniversitÃ© Montpellier 3 - Paul-ValÃ©ry,Paul ValÃ©ry University,,,,,,,,,,,,,,,,,
Ã‰cole nationale supÃ©rieure de chimie de Rennes,,a,Rennes,7418802,2320983,9739785,7790027,8424413,535760,,1,237591,34,10,12,,3,
Webster Vienna Private University,Webster University Vienna - Private University,a,Vienna,,,,,,,,,,52,37,0,49.8,2,s
New Design University PrivatuniversitÃ¤t St. PÃ¶lten,New Design University St. PÃ¶lten (NDU),a,St. PÃ¶lten,,,,,,,,,,183,125,0,42.34,2,s
Musik und Kunst PrivatuniversitÃ¤t der Stadt Wien,Music and Arts University of the City of Vienna,a,Vienna,,,,,,,,,,180,142,0,214.55,2,s
Private PÃ¤dagogische Hochschule Stiftung Burgenland,University College of Teacher Education Burgenland,a,Eisenstadt,,,,,,,,,,217,330,15,,2,s
PÃ¤dagogische Hochschule KÃ¤rnten,University College of Teacher Education Carinthia,a,Klagenfurt,,,,,,,,,,51,101,17,,2,s
PÃ¤dagogische Hochschule NiederÃ¶sterreich,University College of Teacher Education Lower Austria,a,Baden bei Wien,,,,,,,,,,500,851,13,,2,s
PÃ¤dagogische Hochschule OberÃ¶sterreich,University College of Teacher Education Upper Austria,a,Linz,,,,,,,,,,597,810,32,,2,s
Private PÃ¤dagogische Hochschule der DiÃ¶zese Linz,Private University College of Teacher Education of the Diocese of Linz,a,Linz,,,,,,,,,,116,226,23,,2,s
PÃ¤dagogische Hochschule Salzburg Stefan Zweig,University College of Teacher Education Salzburg Stefan Zweig,a,Salzburg,,,,,,,,,,158,283,19,,2,s
PÃ¤dagogische Hochschule Steiermark,University College of Teacher Education Styria,a,Graz,,,,,,,,,,253,382,33,,2,s
Private PÃ¤dagogische Hochschule Augustinum,Private University College of Teacher Education Augustinum,a,Graz,,,,,,,,,,65,195,10,,2,s
PÃ¤dagogische Hochschule Tirol,University College of Teacher Education Tyrol,a,Innsbruck,,,,,,,,,,191,286,22,,2,s
Kirchliche PÃ¤dagogische Hochschule Edith Stein,University College of Teacher Education Edith Stein,a,Innsbruck,,,,,,,,,,78,155,11,,2,s
PÃ¤dagogische Hochschule Vorarlberg,University College of Teacher Education Vorarlberg,a,Feldkirch,,,,,,,,,,176,254,23,,2,s
PÃ¤dagogische Hochschule Wien,University College of Teacher Education in Vienna,a,Vienna,,,,,,,,,,396,910,33,,2,s
Kirchliche PÃ¤dagogische Hochschule Wien/Krems,Christian University College of Teacher Education Vienna/Krems,a,Vienna,,,,,,,,,,160,323,28,,2,s
Hochschule fÃ¼r Agrar- und UmweltpÃ¤dagogik Wien,University College of Teacher Education for Agricultural and Environmental Education Vienna,a,Vienna,,,,,,,,,,16,26,0,,2,s
Hochschule fÃ¼r Angewandte Wissenschaften Burgenland,University of Applied Sciences Burgenland,a,Eisenstadt,,,,,,,,,,391,229,0,273.42,2,s
Fachhochschule Salzburg,Salzburg University of Applied Sciences,a,Puch bei Hallein,,,,,,,,,,629,391,0,448.4707,2,s
Fachhochschule St. PÃ¶lten,St. PÃ¶lten University of Applied Sciences,a,St. PÃ¶lten,,,,,,,,,,618,339,0,475.48,2,s
Fachhochschule CAMPUS 02,CAMPUS 02 University of Applied Sciences,a,Graz,,,,,,,,,,239,87,0,158.3854,2,s
Fachhochschule des BFI Wien,University of Applied Sciences BFI Vienna,a,Vienna,,,,,,,,,,344,182,0,226.53,2,s
MCI Management Center Innsbruck,Management Center Innsbruck,a,Innsbruck,,,,,,,,,,619,282,0,408.9125,2,s
Bundesministerium fÃ¼r Landesverteidigung und Sport,,,,,,,,,,,,,,,,,,
Fachhochschule Kufstein Tirol,University of Applied Sciences Kufstein Tirol,a,Kufstein,,,,,,,,,,49,28,0,148.6588,2,s
FH OÃ– Studienbetriebs GmbH,University of Applied Sciences Upper Austria,a,Wels,,,,,,,,,,1299,530,0,898.0201,2,s
Hochschule fÃ¼r Angewandte Wissenschaften Campus Wien,University of Applied Sciences Campus Vienna,a,Vienna,,,,,,,,,,926,959,0,898.4506,2,s
Lauder Business School,Lauder Business School,a,Vienna,,,,,,,,,,35,20,0,8.8597,2,s
