country,winter,min_winter_full,days,storage_stress,storage_at_start,storage_trend_30d,storage_volatility,vol_x_start
FR,2020.0,17.61,151,1,98.12193548387097,0.9900000000000091,11.074972989993636,1086.697785209769
FR,2021.0,18.73,151,1,94.37032258064517,2.3999999999999915,11.074972989993636,1045.1487736376318
FR,2022.0,27.47,151,1,98.81838709677419,2.680000000000007,11.074972989993636,1094.4109680115098
FR,2023.0,36.94,152,0,97.38096774193549,5.659999999999997,11.074972989993636,1078.491587481377
FR,2024.0,21.1,151,1,94.05935483870968,3.089999999999989,11.074972989993636,1041.704814294937
HR,2014.0,48.87,151,0,92.69225806451614,5.8799999999999955,5.111206380266105,473.7692608206272
HR,2015.0,43.2,152,0,91.6409677419355,-2.240000000000009,5.111206380266105,468.39589901634105
HR,2016.0,25.78,151,1,92.11838709677419,-2.940000000000012,5.111206380266105,470.83608786885503
HR,2017.0,26.85,151,1,92.27193548387096,4.900000000000006,5.111206380266105,471.62090536466366
HR,2018.0,22.24,151,1,89.08322580645158,6.6299999999999955,5.111206380266105,455.3227521166215
HR,2019.0,27.34,152,1,98.15032258064514,0.8599999999999994,5.111206380266105,501.6665549993698
HR,2020.0,19.92,151,1,95.16161290322582,-0.4299999999999926,5.111206380266105,486.3906430273811
HR,2021.0,16.38,151,1,84.97774193548385,-8.050000000000011,5.111206380266105,434.3387767612516
HR,2022.0,75.57,151,0,95.4464516129032,5.780000000000001,5.111206380266105,487.8465124576309
HR,2023.0,35.79,152,0,96.35709677419355,-0.060000000000002274,5.111206380266105,492.5010078161766
HR,2024.0,9.59,151,1,90.80935483870968,1.0100000000000051,5.111206380266105,464.1453538394616
HU,2016.0,18.54,151,1,56.21258064516129,-2.6799999999999997,1.6091283921030544,90.45325950951165
HU,2017.0,20.25,151,1,73.00999999999998,1.4299999999999926,1.6091283921030544,117.48246390744396
HU,2018.0,24.65,151,1,70.7132258064516,-1.2600000000000051,1.6091283921030544,113.78665934235568
HU,2019.0,65.83,152,0,97.4709677419355,1.2399999999999949,1.6091283921030544,156.84330159930934
HU,2020.0,49.11,151,0,98.17032258064515,-0.480000000000004,1.6091283921030544,157.9686533264317
HU,2021.0,19.15,151,1,80.67354838709677,-6.319999999999993,1.6091283921030544,129.814097201377
HU,2022.0,44.84,151,0,79.30612903225807,12.079999999999998,1.6091283921030544,127.61374389359479
HU,2023.0,67.32,152,0,96.55064516129033,2.9499999999999886,1.6091283921030544,155.36238440489967
HU,2024.0,36.03,151,0,92.40548387096774,-2.569999999999993,1.6091283921030544,148.69228768279504
IT,2014.0,35.36,151,0,96.74935483870966,1.0499999999999972,9.526148713586112,921.6487421370604
IT,2015.0,38.45,152,0,95.39161290322582,2.8599999999999994,9.526148713586112,908.714690544969
